Date,Hour,Battery Current,PV sc Current,Wind Speed,Temperature,Humidity,Battery Voltage,datetime
2018-07-31,13:08:00,235.02801126886652,346.2817040732773,1.6489088577521327,33.56802284913854,18.338897847589003,4.113362931381232,2018-07-31 13:08:00
2018-07-31,13:09:00,229.45646231755745,345.8479063012305,1.6657768449208215,33.533951255159415,18.445009589481373,4.1152750685672,2018-07-31 13:09:00
2018-07-31,13:10:00,224.64439844026174,346.14556535044017,1.7004684149486156,33.574662633431956,18.382664419844282,4.11714710522088,2018-07-31 13:10:00
2018-07-31,13:11:00,220.00915528548148,346.5419051706249,1.669971614821766,33.61519531952907,18.282306434410422,4.1189805148482606,2018-07-31 13:11:00
2018-07-31,13:12:00,214.81807025043054,346.14371184670745,1.6657102039648308,33.57287363241878,18.375240100563154,4.120770665433724,2018-07-31 13:12:00
2018-07-31,13:13:00,209.84111132071348,345.8528003791912,1.683420729188628,33.54165782857076,18.447842905627027,4.12251934136134,2018-07-31 13:13:00
2018-07-31,13:14:00,205.5486875859458,346.29032044574615,1.6568724026617687,33.5684879216075,18.33866811116189,4.124232247091243,2018-07-31 13:14:00
2018-07-31,13:15:00,201.00994028541663,346.2974815386133,1.6687643632037343,33.55851653914688,18.339670532703643,4.1259073299269176,2018-07-31 13:15:00
2018-07-31,13:16:00,196.58734126846866,346.32630160933786,1.638684540110951,33.57116773186977,18.32606654989645,4.127545557770873,2018-07-31 13:16:00
2018-07-31,13:17:00,192.5031263232313,346.68850770299287,1.606453226388108,33.618079171663545,18.23334393091574,4.129149750490228,2018-07-31 13:17:00
2018-07-31,13:18:00,187.90012324473082,346.2074262896522,1.6366430614975207,33.58020384390706,18.35363892068473,4.130715584850577,2018-07-31 13:18:00
2018-07-31,13:19:00,183.51813600520472,345.8765030482027,1.6539798082391404,33.55155285791613,18.435599691515055,4.132244902650655,2018-07-31 13:19:00
2018-07-31,13:20:00,179.30830027853517,345.641786807505,1.63731684525036,33.54031026886876,18.487186319997516,4.1337391384862485,2018-07-31 13:20:00
2018-07-31,13:21:00,175.32753393011546,345.6019534379351,1.6732000116052264,33.50789351035867,18.50468457335563,4.135200201269029,2018-07-31 13:21:00
2018-07-31,13:22:00,171.43439298124008,345.56007015237356,1.6651847574672245,33.48446538079327,18.512751026244555,4.136628821210536,2018-07-31 13:22:00
2018-07-31,13:23:00,167.5318211957233,345.3659537285034,1.6334814495688197,33.45457585901732,18.551370382559025,4.138024919720522,2018-07-31 13:23:00
2018-07-31,13:24:00,163.9853191088605,345.598800629773,1.6462834790648104,33.49791522446817,18.499349041912076,4.139391464046412,2018-07-31 13:24:00
2018-07-31,13:25:00,160.1288782160566,345.20185819812355,1.6157665532911671,33.479433971438766,18.5860724783009,4.140725871364879,2018-07-31 13:25:00
2018-07-31,13:26:00,156.70781543258272,345.37810059964613,1.5952818997577276,33.482210149919545,18.539881885861416,4.142031769826872,2018-07-31 13:26:00
2018-07-31,13:27:00,152.95231915206386,344.85542338472897,1.5882735396095837,33.4388440274037,18.661579383518355,4.14330637248645,2018-07-31 13:27:00
2018-07-31,13:28:00,76.75488295558353,344.38537984215145,1.614663168257789,33.40100004627352,18.77838595072512,4.143945996511093,2018-07-31 13:28:00
2018-07-31,13:29:00,147.75204358511473,344.5887436911619,1.5752737005325315,33.43916566225913,18.721550447013694,4.145177263540916,2018-07-31 13:29:00
2018-07-31,13:30:00,144.26433874939448,344.14691324673186,1.5535071287641107,33.41976412362681,18.820867557529272,4.146379466363783,2018-07-31 13:30:00
2018-07-31,13:31:00,140.92639884597702,343.8217014814029,1.5150023282042038,33.40044988601458,18.88892271994711,4.147553853020895,2018-07-31 13:31:00
2018-07-31,13:32:00,138.0135992014857,344.1529810119164,1.5482018906895356,33.388094449746305,18.81824238859587,4.148703966347512,2018-07-31 13:32:00
2018-07-31,13:33:00,134.9328171161801,344.0472719010472,1.5108132216999581,33.38709932456535,18.834765725254424,4.149828406490201,2018-07-31 13:33:00
